#,Time,Feature Name,Description,Task URL,Changelog URL
67,"November 26, 2025",[New feature] Rewrite message in inbox,"[New Feature] Rewrite message tại Inbox
Mục đích: giúp merchant chỉnh sửa tin nhắn chuẩn ngữ pháp, rõ nghĩa và chuyên nghiệp hơn trước khi gửi cho khách hàng
Vị trí: Inbox → Chat menu https://prnt.sc/...",Rewrite message tại inbox (https://www.notion.so/Rewrite-message-t-i-inbox-25ab0da449f180b69a06f06c455aed2c?pvs=21),
68,"November 20, 2025","Thêm filter, search tại modal select product","[Improvement] Thêm filter, search khi chọn sản phẩm 
Mục đích: giúp chọn nhóm sản phẩm nhanh hơn khi setup → giảm thao tác chọn thủ công
Mô tả cập nhật
Thêm bộ lọc & ô search trong modal Browse produc...",Thêm filter custom product recommendation (https://www.notion.so/Th-m-filter-custom-product-recommendation-25cb0da449f18077bd2bf9978d6ed7df?pvs=21),
69,"November 20, 2025",Product follow up button,"[New Feature] Follow-up questions khi AI recommend sản phẩm
Mục đích: giúp khách tiếp tục khám phá sản phẩm dễ dàng hơn, tăng khả năng mua hàng
Mô tả tính năng
Sau mỗi câu trả lời của AI về sản phẩm, ...",Product follow up button (https://www.notion.so/Product-follow-up-button-23fb0da449f18083863becbad9cea604?pvs=21),
70,"November 19, 2025",[New Feature] Advanced spam filter,"[New Feature] Advanced spam filter 
Vấn đề: trước đây, merchant chỉ có thể block conversation thủ công. AI có nhận diện spam từ email nhưng chỉ để ngăn AI trả lời, không tự động chặn hội thoại → dẫn đ...",[Inbox] AI guardrails (https://www.notion.so/Inbox-AI-guardrails-fab4d299c2ad49f7be5c4684cf68563c?pvs=21),
71,"November 18, 2025",Tạo conversation riêng khi gửi qua contact form trên store,"[New Feature] Tạo conversation riêng cho mỗi contact form từ store
Vấn đề: Hiện tại, tất cả yêu cầu gửi từ Shopify contact form đều gửi vào 1 conversation duy nhất (do cùng gửi từ email Shopify) → mer...",Tạo conversation riêng khi gửi qua contact form trên store (https://www.notion.so/T-o-conversation-ri-ng-khi-g-i-qua-contact-form-tr-n-store-27ab0da449f180acb541e3f27d936408?pvs=21),
72,"November 18, 2025",Thêm insert video ở menu inbox,"[New Feature] Gửi & xem video trong Inbox
Mục đích: Giúp merchant và khách hàng trao đổi video trực quan, hỗ trợ tư vấn sản phẩm, demo tính năng hoặc xử lý vấn đề (hỏng, lỗi…) — đặc biệt phổ biến với ...",Thêm insert video ở menu inbox (https://www.notion.so/Th-m-insert-video-menu-inbox-27ab0da449f1804485b1ed3262ce3520?pvs=21),
73,"November 14, 2025",[New Feature] AI đọc & phân tích ảnh khách hàng gửi qua chat,"[New Feature] AI đọc & phân tích ảnh khách hàng gửi
Mục đích: giúp khách gửi ảnh để mô tả vấn đề trực quan hơn và giúp AI hiểu nội dung ảnh để tư vấn
Mô tả tính năng
1. Upload ảnh khi chat với AI
• Ch...",Suggest sản phẩm tương tự ảnh sản phẩm trong tin nhắn từ khách hàng P2 (https://www.notion.so/Suggest-s-n-ph-m-t-ng-t-nh-s-n-ph-m-trong-tin-nh-n-t-kh-ch-h-ng-P2-25ab0da449f180cb8e75c7c4d3956e68?pvs=21),
74,"November 14, 2025",[New feature] AI đọc thông tin từ Joy loyalty,"[New Feature] AI trả lời câu hỏi từ thông tin của Joy Loyalty
Mục đích: giúp AI tự động trả lời các câu hỏi liên quan đến chương trình loyalty của Joy, hỗ trợ KH ngay trong chat mà ko cần liên hệ agen...",Integrate Joy API (https://www.notion.so/Integrate-Joy-API-2a3b0da449f180c2bd77c9ec94462c3d?pvs=21),
75,"November 13, 2025",Limit auto-translate FAQs,"[Improvement] Giới hạn Auto-translate FAQs theo từng plan
Vấn đề: tính năng auto-translate cho FAQs ở các gói trả phí đang tạo chi phí rất cao, đặc biệt với store có số lượng FAQ lớn
Mục đích: Kiểm so...",Limit auto translation P2 (https://www.notion.so/Limit-auto-translation-P2-295b0da449f18071b04cd688bb7a13d7?pvs=21),
76,"November 12, 2025",Thêm lựa chọn team member được assign,"[New Feature] Chọn thành viên được Auto-Assign
Vấn đề: theo rule auto-assignment hiện tại, conversation được phân đều cho tất cả thành viên gồm cả admin → admin có thể chỉ tham gia quản lý, không trực...",Thêm lựa chọn team member được assign (https://www.notion.so/Th-m-l-a-ch-n-team-member-c-assign-27ab0da449f1802da8b4f7aa8e9817f1?pvs=21),
77,"November 11, 2025",Cung cấp đúng variant khi khách hỏi specific variant,"[Improvement] Hiển thị đúng ảnh & tồn kho theo Variant trong product card
Vấn đề
• Product card đã có tên + link variant nhưng chưa hiển thị ảnh variant.
• AI đôi lúc trả lời sai trạng thái tồn kho củ...",Cung cấp đúng variant khi khách hỏi specific variant (https://www.notion.so/Cung-c-p-ng-variant-khi-kh-ch-h-i-specific-variant-286b0da449f180a0b6b0fa211ad1e05e?pvs=21),
78,"November 11, 2025",Upload image to CDN,"[New Feature] Upload ảnh & file qua CDN riêng
Mục đích: Giúp merchant lưu trữ ảnh và file khách gửi qua chat an toàn, nhanh và độc lập, không phụ thuộc vào hệ thống lưu trữ của Shopify
Mô tả tính năng...",Upload images files to own CDN for premium shops (https://www.notion.so/Upload-images-files-to-own-CDN-for-premium-shops-24eb0da449f180dc9f13d39591d0a20f?pvs=21),
79,"November 11, 2025",Cài đặt hiển thị online status trên chatbox,"[New Feature] Cài đặt hiển thị online status trên chatbox
Vấn đề: Trạng thái online luôn hiển thị theo working hour và member status, gây cảm giác phải phản hồi ngay cả khi chỉ dùng AI
Mục đích: cho p...",Cài đặt trạng thái hiển thị online status  (https://www.notion.so/C-i-t-tr-ng-th-i-hi-n-th-online-status-27ab0da449f180aa837ff4e29164f68c?pvs=21),
80,"November 11, 2025",Send transcript tại inbox,"[New Feature] Send conversation transcript
Mục đích: giúp merchant chia sẻ nhanh nội dung hội thoại qua email cho khách hàng, chính mình hoặc các bộ phận liên quan để follow-up và xử lý khách hàng hiệ...",Send conversation transcript tại inbox (https://www.notion.so/Send-conversation-transcript-t-i-inbox-26fb0da449f18032bb5befc13e989467?pvs=21),
81,"November 11, 2025",WhatsApp AI,"[New Feature] AI auto-reply trên WhatsApp
Mục đích: Giúp AI tự động trả lời khách hàng trên WhatsApp để giảm nguồn lực hỗ trợ và rút ngắn thời gian xử lý conversation
Vị trí: AI assistant | Settings h...",AI in WhatsApp channel (https://www.notion.so/AI-in-WhatsApp-channel-27db0da449f180138d0fe0dc6294ce0b?pvs=21),
82,"November 10, 2025",Thêm preview scenario “Transfer to human”,"Thêm preview cho scenario “Transfer to human”, hiển thị luồng tương ứng trên preview theo setting, không cho phép thao tác trên preview",Preview scenario Transfer to human (https://www.notion.so/Preview-scenario-Transfer-to-human-29ab0da449f180d8a1b4cb0309d28d67?pvs=21),
83,"November 7, 2025",Sync order metafield cho AI training,"[New Feature] AI đọc & sử dụng Order Metafield
Mục đích: Giúp AI đọc và hiểu dữ liệu từ order metafield để trả lời chính xác các câu hỏi liên quan đến đơn hàng, tăng tỷ lệ self-service và giảm effort ...",Sync order metafield cho AI training (https://www.notion.so/Sync-order-metafield-cho-AI-training-268b0da449f1807d9851c70a2d6b725b?pvs=21),
84,"November 4, 2025",Update settings AI theo agent,"Improvement] Cập nhật layout trang AI Assistant
• Vấn đề: giao diện AI Assistant chia thành nhiều tab → khó theo dõi và thao tác setup AI
• Mục đích: đơn giản hóa bố cục, giúp merchant setup và tối ưu...",Update settings AI theo agent (https://www.notion.so/Update-settings-AI-theo-agent-284b0da449f1809aa756c27792076381?pvs=21),
85,"November 4, 2025",Toggle push notification for online store only,"Mục đích: giúp cài đặt chỉ nhận thông báo web push cho conversation từ online store
Mô tả: thêm toggle bật/tắt ở dev zone",Add toggle push only OS notifications (https://www.notion.so/Add-toggle-push-only-OS-notifications-2a0b0da449f180a79a2ef7f7fd9ada90?pvs=21),
86,"November 3, 2025",Dịch chat conversation,"[New Feature] Dịch toàn bộ hội thoại
• Mục đích: Giúp CS đọc tin nhắn đa ngôn ngữ tiện hơn, không cần dùng công cụ dịch bên ngoài.
• Vị trí: Conversation Details (CRM mở từ Store).
• Mô tả:
    ◦ Thêm...",Dịch chat conversation (https://www.notion.so/D-ch-chat-conversation-29bb0da449f180c9a7a3e71559abc009?pvs=21),
87,"October 31, 2025",[Improvement] Update footer email transcript,"[Improvement] Update footer cho Email transcript
• Vấn đề: email transcript gửi cho KH dùng signature mặc định “Chatty”, ko đồng bộ với email signature mà merchant đã cài đặt trong app
• Mục đích: giú...",Update footer email transcript (https://www.notion.so/Update-footer-email-transcript-295b0da449f1809b9f11f32748e767a1?pvs=21),
88,"October 31, 2025",[Proactive chat] Gợi ý sản phẩm tương tự với sản phẩm đang xem,"[New Feature] Recommend sản phẩm dựa trên lịch sử xem sản phẩm
• Mục đích: giúp AI tự động gợi ý sản phẩm tương tự với sản phẩm khách đang xem, từ đó tăng tính cá nhân hoá và khả năng quyết định mua h...",[Proactive chat] Thêm similar product recommendation  (https://www.notion.so/Proactive-chat-Th-m-similar-product-recommendation-23fb0da449f180219230eaa63c0a663d?pvs=21),
89,"October 31, 2025",[New proactive chat] Browse collection page,"[New Feature] Proactive chat – Browse collection page
• Mục đích: tăng tương tác với khách hàng khi họ xem collection page, gợi ý nội dung và ưu đãi phù hợp theo từng collection → giúp tăng conversion...",Thêm proactive chat “Browse collection page”  (https://www.notion.so/Th-m-proactive-chat-Browse-collection-page-25ab0da449f180d1ba76fc836a01dcde?pvs=21),
90,"October 31, 2025",Embed AI chat on product page,"[New Feature] Embed AI chat trên trang sản phẩm
• Mục đích: giúp KH chat trực tiếp với AI trên trang sản phẩm mà ko cần rời trang → tăng tương tác và thúc đẩy quyết định mua hàng
• Vị trí: AI Assistan...",Embed AI chat on product page (https://www.notion.so/Embed-AI-chat-on-product-page-23fb0da449f18083923ecfdc85d441bb?pvs=21),
91,"October 31, 2025",AI trả lời dựa vào sản phẩm đang xem,"[New Feature] AI trả lời dựa trên sản phẩm khách đang xem
Mục đích: giúp khách hàng đặt câu hỏi và nhận phản hồi chính xác từ AI về sản phẩm họ đang xem mà không cần nhập lại tên sản phẩm
Mô tả tính n...",AI trả lời dựa vào sản phẩm đang xem (https://www.notion.so/AI-tr-l-i-d-a-v-o-s-n-ph-m-ang-xem-268b0da449f18075ba5dfed311842643?pvs=21),
92,"October 29, 2025",Thêm điều kiện hiển thị proactive chat,"[New Feature] Hiển thị Proactive chat theo quốc gia
• Mục đích: giúp tùy chỉnh hiển thị proactive chat với nội dung khác nhau ở từng thị trường, để phù hợp với ngôn ngữ và chiến lược bán hàng theo từn...",Thêm điều kiện hiển thị proactive chat theo countries (https://www.notion.so/Th-m-i-u-ki-n-hi-n-th-proactive-chat-theo-countries-27ab0da449f18087b763f7efa98af8d4?pvs=21),
93,"October 28, 2025",Auto-assign cho online member,"[New feature] Auto assign cho online member
Vấn đề: khi lựa chọn auto assign, conversation vẫn được assign cho cả member offline → khách hàng không được phản hồi
Mục đích: đảm bảo conversation chỉ đượ...",Auto assign cho online member (https://www.notion.so/Auto-assign-cho-online-member-23fb0da449f1804baf54e6db8abcb421?pvs=21),
94,"October 27, 2025",Custom setting for scenario “Transfer to human”,"[Improvement] Tuỳ chỉnh linh hoạt scenario “Transfer to Human”
Vấn đề: Scenario “Transfer to human” được fix cứng luồng, merchant ko thể tuỳ chỉnh điều kiện, nội dung transfer
Mục đích: Cho phép merch...",Custom setting for scenario “Transfer to human” (https://www.notion.so/Custom-setting-for-scenario-Transfer-to-human-23ab0da449f1802ba892e5c5a63bdc96?pvs=21),
95,"October 23, 2025",Size guide recommendation,"[New Feature] Quản lý & tư vấn size guide bằng AI
• Vấn đề
    ◦ AI hiện chưa đọc được size chart nếu thêm ở theme hoặc bằng app thứ 3
    ◦ Khi sản phẩm không có size guide, AI vẫn tư vấn hoặc tự tạo...",Scenario size recommendation (https://www.notion.so/Scenario-size-recommendation-23fb0da449f1809b8779ee30ea981c7a?pvs=21),
96,"October 23, 2025",[New Feature] Banner khuyến mãi BFCM Early Bird,"[New Feature] Banner khuyến mãi BFCM Early Bird
User story
Hiển thị deal BFCM Early Bird để khách hàng có thể claim ưu đãi 50% cho annual plan, đồng thời nhận consultation và tài liệu hỗ trợ BFCM
Mục ...",Deal BFCM annually  (https://www.notion.so/Deal-BFCM-annually-277b0da449f180dbadeec623b0b35f27?pvs=21),
97,"October 22, 2025",[New feature] Sync variant metafield,"[New feature] Sync variant metafield cho AI training
Mục đích: 
• Tăng độ chính xác và kiến thức của AI khi tư vấn sản phẩm
• Giúp AI phản hồi câu hỏi liên quan đến từng variant cụ thể
Vị trí: AI assi...",Sync variant metafield cho AI training (https://www.notion.so/Sync-variant-metafield-cho-AI-training-270b0da449f18059b5ffffdd8f9ab1a2?pvs=21),
98,"October 22, 2025",[Improvement] Thông báo reach đạt metafield,"[Improvement] Thông báo khi đạt giới hạn Metafield
Vấn đề
Khi vượt quá giới hạn 10 metafield, hệ thống chỉ hiển thị toast lỗi mặc định (“Cannot enable more than 10 metafields”) → message chưa rõ ràng,...",Thông báo reach limit metafield (https://www.notion.so/Th-ng-b-o-reach-limit-metafield-245b0da449f1801b9241f13219c1c91e?pvs=21),
99,"October 21, 2025",[Data source] Thêm sync Shopify discount,"[New Feature] AI tư vấn discount & promotion từ Shopify
Mục đích
• Giúp AI tư vấn chính xác các chương trình giảm giá hoặc khuyến mãi đang hoạt động
• Tăng tỷ lệ chuyển đổi (sales conversion) bằng các...",[Data source] Thêm sync Shopify discount (https://www.notion.so/Data-source-Th-m-sync-Shopify-discount-202b0da449f1804cb0a2e6dce0e82f8c?pvs=21),
100,"October 20, 2025","Promote sản phẩm sales, occasion","[New Feature] Promote sản phẩm theo Sales & Occasion
Mục đích
• Giúp AI tự động gợi ý sản phẩm theo chiến lược bán hàng, chiến dịch hoặc mùa vụ của store.
• Tăng độ chính xác và mức độ liên quan trong...",Product recommendations: Sale & occasion (https://www.notion.so/Product-recommendations-Sale-occasion-23fb0da449f18087af5ad53a65eaf5a3?pvs=21),
101,"October 15, 2025",[Improvement] Cải thiện hiển thị tin nhắn trên chatbox,"[Improvement] Cải thiện hiển thị tin nhắn trên chatbox
Mục đích: tăng trải nghiệm trò chuyện mượt mà hơn khi khách hàng nhận tin nhắn mới, đặc biệt trong các cuộc hội thoại dài.
Mô tả cập nhật
• Giữ v...",Improve UI chat page to maintain scroll position (https://www.notion.so/Improve-UI-chat-page-to-maintain-scroll-position-257b0da449f180348912f9a3e5e69437?pvs=21),
102,"October 14, 2025",Website integration,"[New Feature] Website Integration – Embed Chat Page ngoài Shopify
Mục đích
Cho phép merchant hiển thị Chatty chat page trên các website tùy chỉnh (non-Shopify) để khách hàng có thể chat trực tiếp với ...",Tạo snippet để chèn chat page vào custom page (https://www.notion.so/T-o-snippet-ch-n-chat-page-v-o-custom-page-279b0da449f1805e8108dcabc0ab61e8?pvs=21),
103,"October 14, 2025",Bổ sung tình huống xử lý order tracking,"[Improvement] Cải thiện luồng trả lời về order tracking của AI 
Mục đích: Nâng cao trải nghiệm tra cứu đơn hàng, giúp AI trả lời chính xác và nhanh hơn tuỳ theo thông tin khách hàng cung cấp
Mô tả cập...",Improve scenario Order tracking (https://www.notion.so/Improve-scenario-Order-tracking-23fb0da449f1804e8512e442d756a89b?pvs=21),
104,"October 1, 2025",[Improvement] Cập nhật filter trên inbox,"[Improvement] Cập nhật filter tại inbox
Mục đích
• Giúp merchant lọc conversation được transfer từ AI để xử lý nhanh hơn và tối ưu workflow support
Mô tả cập nhật
1. Tab Conversation
• Tab All: thêm f...",Thêm filter AI conversation (https://www.notion.so/Th-m-filter-AI-conversation-201b0da449f1800e87b3c68f6334227d?pvs=21),
105,"October 1, 2025",[Improvement] Update banner liên hệ hỗ trợ AI training,"[Improvement] Update banner hỗ trợ AI training
Mục đích: Tăng lượng chat và giúp merchant gửi yêu cầu training AI nhanh chóng, dễ dàng hơn.
Vị trí: AI assistant → Data source
Mô tả cập nhật
• Thay thế...",Update banner contact team (https://www.notion.so/Update-banner-contact-team-277b0da449f18045bba5e1506af0ef08?pvs=21),
106,"September 29, 2025",Smart collection,"[New Feature] Quản lý sản phẩm Best Seller & New Arrival cho AI training
Vấn đề: Hệ thống tự động gắn tag Best seller và New arrival để AI có dữ liệu recommend → khách có thể chỉnh sửa tag nhưng ko th...",Best seller/ new arrival collection management for AI (https://www.notion.so/Best-seller-new-arrival-collection-management-for-AI-23fb0da449f18065802cd1e07115152f?pvs=21),
107,"September 29, 2025",Hiển thị giá sản phẩm theo domain,"[New Feature] Hiển thị giá sản phẩm theo domain
Vấn đề
Hiện tại, khi AI recommend sản phẩm chỉ hiển thị tên sản phẩm và giá gốc (original product price) → không phản ánh đúng giá theo từng thị trường/...",Hiển thị giá sản phẩm theo domain  (https://www.notion.so/Hi-n-th-gi-s-n-ph-m-theo-domain-270b0da449f1802dbdd3f385c4ce22d2?pvs=21),
108,"September 29, 2025",Recommend sản phẩm với thông tin đúng theo domain,"[New Feature] AI gợi ý link sản phẩm theo region & domain
Vấn đề:
Với các store bán hàng đa thị trường, mỗi locale có domain riêng. Tuy nhiên, AI hiện đang trả về link sản phẩm mặc định, không khớp vớ...","Get product by Storefront API to display URL for current locale (https://www.notion.so/Get-product-by-Storefront-API-to-display-URL-for-current-locale-265b0da449f1805bbfc0f417d20f1088?pvs=21) 

Hiển thị giá sản phẩm theo domain  (https://www.notion.so/Hi-n-th-gi-s-n-ph-m-theo-domain-270b0da449f1802dbdd3f385c4ce22d2?pvs=21)",
109,"September 23, 2025",[New Feature] Button “View similar” trên Product Card,"New Feature] Button “View similar” trên Product Card
Mục đích: giúp khách hàng xem nhanh sản phẩm liên quan ngay sau khi AI gợi ý sản phẩm, giúp tăng tương tác và nâng cao trải nghiệm mua hàng
Mô tả t...",Thêm button “View similar” ở product card (https://www.notion.so/Th-m-button-View-similar-product-card-23fb0da449f18035ad2dcfc6d1379a29?pvs=21),
110,"September 23, 2025",Thêm tin nhắn tự động sau khi submit pre-chat form,"[New Feature] Auto-reply sau khi submit Pre-chat form
Vấn đề
Hiện tại, sau khi khách submit pre-chat form, AI chưa trả lời ngay mà phải đợi khách gửi thêm tin nhắn → trải nghiệm không liền mạch.
Mục đ...",Thêm tin nhắn tự động sau khi submit pre-chat form (https://www.notion.so/Th-m-tin-nh-n-t-ng-sau-khi-submit-pre-chat-form-263b0da449f18068acddef1d9036821f?pvs=21),
111,"September 23, 2025",[Improvement] Điều chỉnh hiển thị App Embed Settings,"[Improvement] Điều chỉnh hiển thị App Embed Settings
Vấn đề: mô tả và vị trí hiển thị App embed settings chưa rõ ràng, dễ gây nhầm lẫn cho người dùng
Mục đích: Làm rõ trạng thái và vị trí hiển thị của...",Thêm điều kiện hiển thị App embed settings (https://www.notion.so/Th-m-i-u-ki-n-hi-n-th-App-embed-settings-26fb0da449f18058a979d2f6d10e4f56?pvs=21),
112,"September 19, 2025","AI in Messenger, Instagram","[New Feature] AI auto-reply trên Instagram & Messenger
Mục đích
Giúp AI tự động trả lời khách hàng trên kênh social để giảm nguồn lực hỗ trợ và rút ngắn thời gian xử lý conversation
Mô tả tính năng
• ...","AI in social channel (Messenger) (https://www.notion.so/AI-in-social-channel-Messenger-239b0da449f180179b2bd3c162fd0123?pvs=21) 

AI in social channel (Instagram) (https://www.notion.so/AI-in-social-channel-Instagram-239b0da449f1805893a8f325c30a1b3c?pvs=21)",
113,"September 18, 2025",Thêm action Send transcription tại chatbox header,"[Improvement]Thay đổi cách gửi chat transcript 
Vấn đề: 
• User chỉ có thể yêu cầu nhận transcript sau khi conversation được resolve
• Sau khi resolve, app ưu tiên hiển thị form Conversation history e...",Thêm action Send transcription tại chatbox header (https://www.notion.so/Th-m-action-Send-transcription-t-i-chatbox-header-209b0da449f180a9aa25dcee22d3fd07?pvs=21),
114,"September 12, 2025",Embed chat page in storefront,"[New Feature] Chat assistant block 
 Mục đích: cho phép merchant dễ dàng tùy chỉnh giao diện chat và thêm vào các page
Mô tả tính năng
1. Chatbox settings
• Tại Chatbox | Advanced: thêm cài đặt Chat a...",Embed chat page in storefront (https://www.notion.so/Embed-chat-page-in-storefront-202b0da449f180a59e9cfd4ad54718d1?pvs=21),
115,"September 12, 2025",Cập nhật logic pre-chat form với Delay after X min,"[Improvement] Cập nhật logic hiển thị Pre-chat form (Both option)
Vấn đề
• Cài đặt delay theo phút khiến thời gian chờ quá dài, trong khi khách thường cần hỗ trợ nhanh
• Form chỉ hiển thị sau khi AI đ...",Cập nhật logic pre-chat form với Delay after X min (https://www.notion.so/C-p-nh-t-logic-pre-chat-form-v-i-Delay-after-X-min-257b0da449f18022a274d39469a6305d?pvs=21),
116,"September 12, 2025",Bỏ AI completion score,"[Improvement] Tối ưu cách hiển thị hiệu suất AI
Vấn đề
• User dễ hiểu nhầm rằng score thấp = AI trả lời kém
• Logic hiện tại chưa phù hợp khi tính score dựa cả vào resolution rate – chỉ số không phản ...",Bỏ card AI completion score (https://www.notion.so/B-card-AI-completion-score-248b0da449f1806c9027ca662fd3c077?pvs=21),
117,"September 11, 2025",Proactive chat analytics,"[New Feature] Proactive Chat Analytics
Mục đích
Cung cấp báo cáo chi tiết giúp merchant đo lường hiệu quả của proactive chat, từ đó tối ưu cách triển khai và tăng doanh thu

Vị trí:
https://prnt.sc/aB...",Proactive chat analytics (https://www.notion.so/Proactive-chat-analytics-24eb0da449f1806189e2d328e42dcd64?pvs=21),
118,"September 11, 2025","[Improvement] Cho phép điều chỉnh tag Best seller, New arrival cho AI recommend","[New Feature] Quản lý tag sản phẩm “Best seller” & “New arrival
Vấn đề: Hệ thống tự động gắn tag Best seller và New arrival để AI có dữ liệu recommend → khách không thể tùy chỉnh sản phẩm nào được gợi...","Manage best seller, new arrival meta tags (https://www.notion.so/Manage-best-seller-new-arrival-meta-tags-25cb0da449f180139fa5f56c3b993665?pvs=21)",
119,"September 11, 2025",[Improvement] Cập nhật logic Welcome message theo online status,"[Improvement] Cập nhật logic Welcome message theo online status
Vấn đề
Welcome message và 1st auto reply hiện chỉ dựa vào working hour và agent online status (auto-detect khi mở app) → không phản ánh ...",Update logic xác định online status sử dụng cho welcome message (https://www.notion.so/Update-logic-x-c-nh-online-status-s-d-ng-cho-welcome-message-255b0da449f1809c8fe6e3eaa6604e0d?pvs=21),
120,"September 11, 2025",[Improvement],"[Improvement] Đơn giản hoá cài đặt “Page to show” cho Proactive Chat
Vấn đề
Proactive chat “Welcome visitor” và “Product recommendation” đều có cài đặt trang hiển thị, ko phù hợp với mục tiêu của mỗi ...","[Product recommendation] Bỏ option tại cài đặt Page to show (https://www.notion.so/Product-recommendation-B-option-t-i-c-i-t-Page-to-show-268b0da449f180338e6dea431270ec8c?pvs=21) 

[Welcome visitor] Bỏ cài đặt Page to show (https://www.notion.so/Welcome-visitor-B-c-i-t-Page-to-show-25cb0da449f1801da6f6c98a3653c416?pvs=21)",
121,"September 10, 2025",[New feature] AI replies usage history,"[New Feature] AI replies usage charge history
Vấn đề: MC không thể theo dõi số AI replies và chi phí phát sinh hàng tháng, gây khó khăn khi quản lý ngân sách và lựa chọn plan phù hợp

Mục đích: giúp m...",Thêm AI replies usage history (https://www.notion.so/Th-m-AI-replies-usage-history-21bb0da449f1801f8794f06eaac8fc46?pvs=21),
122,"September 4, 2025",[Improvement] Cải thiện màn AI product management,"[Improvement] Quản lý sản phẩm cho AI training
• Vấn đề: danh sách sản phẩm hiển thị cả sản phẩm không được dùng cho AI training, merchant khó quản lý và train AI
• Mục đích: đơn giản hoá màn quản lý ...",Improve AI product list management (https://www.notion.so/Improve-AI-product-list-management-25ab0da449f1801dac17e98dbdda321c?pvs=21),
123,"September 4, 2025",[Improvement] Thêm translation cho order status,"[Improvement] Thêm translation cho order status
Mô tả: Thêm bản dịch cho section Order tracking tại chatbox: Order status, Placeholder các field trên form Order tracking",Thêm translation cho order status (https://www.notion.so/Th-m-translation-cho-order-status-263b0da449f180119068dd110af3f713?pvs=21),
124,"September 4, 2025",[AI Assistant] Thêm FAQ cho từng product,"[New Feature] Product FAQs for AI training

Vấn đề
AI hiện chỉ dùng knowledge base sản phẩm để trả lời. Khi merchant thêm thông tin sản phẩm dưới dạng Q&A/metafield không hỗ trợ, AI không sử dụng dữ l...",[AI Assistant] Thêm FAQ cho từng product (https://www.notion.so/AI-Assistant-Th-m-FAQ-cho-t-ng-product-216b0da449f1806ca935cef824d1eff3?pvs=21),
125,"September 4, 2025",[Improvement] Cập nhật Conversation Starter,"[Improvement] Cập nhật Conversation Starter

Vấn đề
• Conversation starter mặc định đang tắt → user không biết để bật.
• Khi xoá hết question, hệ thống không validate, dẫn đến lỗi hiển thị 
🔗 https://...",Cập nhật conversation starter (https://www.notion.so/C-p-nh-t-conversation-starter-254b0da449f180deb540e2a40b418ae0?pvs=21),
126,"August 27, 2025","Xoá conversation, contacts","[New Feature] Xoá Conversation & Contact
Vấn đề
App chưa hỗ trợ xoá conversation/contact, gây ra:
• Nhiều conversation test, spam khó quản lý
• Không đáp ứng yêu cầu xóa dữ liệu theo GDPR
 Mục đích
• ...","Xoá conversation, contact (https://www.notion.so/Xo-conversation-contact-20db0da449f1805aaf12ed26f9a012a4?pvs=21)",
127,"August 27, 2025",[Improvement] Cải thiện giao diện quản lý Translation,"[Improvement] Cải thiện giao diện quản lý Translation
Vấn đề: có quá nhiều field dịch → khó quản lý và chỉnh sửa bản dịch
Mục đích: Giúp merchant quản lý, tìm kiếm và chỉnh sửa bản dịch dễ dàng hơn
Mô...",Sửa lại trang Translation (https://www.notion.so/S-a-l-i-trang-Translation-1ecb0da449f18008aafaf004436c19e9?pvs=21),
128,"August 27, 2025",[Improvement] Thêm tuỳ chọn bật/tắt Market sync,"Vấn đề
Hiện tại app luôn tự động sync market (currency, exchange rate) và quy đổi giá theo công thức. Với store sử dụng app thứ 3 đề điều chỉnh giá theo quốc gia, merchant muốn tắt tính năng này để hi...",Thêm setting tắt sync Market (https://www.notion.so/Th-m-setting-t-t-sync-Market-25ab0da449f18068b661f6c13a4d6e1c?pvs=21),
129,"August 27, 2025","[Improvement] Thêm format tin nhắn tại các kênh Messenger, Instagram","Mục đích
• Tăng trải nghiệm người dùng trên các kênh social 
Mô tả 
Mở rộng menu chat khi xử lý conversation từ Messenger và Instagram, hỗ trợ thêm các loại tin nhắn: File, Image, FAQs, Quick replies ...","[Messenger, Instagram] Thêm insert image, file, FAQs, quick replies (https://www.notion.so/Messenger-Instagram-Th-m-insert-image-file-FAQs-quick-replies-1eeb0da449f1804ebc9ec510cdec028e?pvs=21)",
130,"August 27, 2025",Auto add to cart in chatbox,"[New Feature] Add to cart trực tiếp trong chatbox 
Vấn đề
• Luồng add to cart hiện tạo cart session riêng → khách mở cart không thấy sản phẩm vừa yêu cầu thêm trong chat
• Khách không thể checkout chu...",Auto add to cart in chatbox (https://www.notion.so/Auto-add-to-cart-in-chatbox-20ab0da449f1802fbf30daa7231607f7?pvs=21),
131,"August 25, 2025",Index FAQs entries in Search engine,Mục đích: thay đổi structure FAQs page JSON-LD để google đọc được và index content → tăng khả năng search và index content trên Google search,Index FAQs entries in Search engine (https://www.notion.so/Index-FAQs-entries-in-Search-engine-1cbb0da449f180438356d82701d90f83?pvs=21),
132,"August 20, 2025",[New Feature] Quick button chuyển trạng thái Online/Offline,"[New Feature] Quick button chuyển trạng thái Online/Offline
Vấn đề
• Trạng thái online hiện chỉ hiển thị theo working hours và khi có ít nhất 1 agent mở Inbox
• Agent ko thể tự thay đổi thủ công trạng...",Quick button to change online status (https://www.notion.so/Quick-button-to-change-online-status-c649d338e37c4babb4577a814da997d1?pvs=21),
